ID,Title,Episodes,Type,Aired,Producers,Studios,Source,Genres,Duration,Score,Rating count,Rank,Popularity
146,Kono Minikuku mo Utsukushii Sekai,12,TV,"Apr 2, 2004 to Jun 18, 2004","TBS, Rondo Robe, Movic, Geneon Entertainment","Gainax, Shaft",Original,"Comedy, Drama, Romance, Sci-Fi, Ecchi",24 min. per ep.,6.69,29273,58612,2870
147,Kimi ga Nozomu Eien,14,TV,"Oct 5, 2003 to Jan 4, 2004","Lantis, Media Factory, Age",Studio Fantasia,Visual novel,"Drama, Romance",23 min. per ep.,7.17,69542,34692,1649
148,Kita e.: Diamond Dust Drops,12,TV,"Jan 20, 2004 to Apr 5, 2004","None found, add some",Studio Deen,Visual novel,"Drama, Romance",24 min. per ep.,6.57,3088,65382,6634
149,Loveless,12,TV,"Apr 7, 2005 to Jun 30, 2005","Bandai Visual, TV Asahi, Frontier Works, Movic",J.C.Staff,Manga,"Boys Love, Drama, Mystery, Supernatural",24 min. per ep.,6.72,71135,56742,1669
150,Blood+,50,TV,"Oct 8, 2005 to Sep 23, 2006","Aniplex, Mainichi Broadcasting System, eNa",Production I.G,Original,"Action, Drama, Horror, Mystery, Supernatural",23 min. per ep.,7.61,161191,15082,639
151,Re: Cutie Honey,3,OVA,"Jul 24, 2004 to Sep 25, 2004",Toei Video,"Gainax, Toei Animation",Manga,"Action, Comedy, Girls Love, Sci-Fi, Ecchi",45 min. per ep.,7.13,11912,37132,4120
152,Solty Rei,24,TV,"Oct 7, 2005 to Mar 31, 2006","TV Asahi, Sotsu Music Publishing, Future Vision Music","Gonzo, AIC",Original,"Action, Sci-Fi",23 min. per ep.,7.25,13205,30332,4123
153,Juuni Kokuki,45,TV,"Apr 9, 2002 to Aug 30, 2003","NHK, Sogo Vision",Pierrot,Novel,"Action, Adventure, Fantasy",25 min. per ep.,8.01,46899,6372,1545
154,Shaman King,64,TV,"Jul 4, 2001 to Sep 25, 2002","TV Tokyo, Nihon Ad Systems, TV Tokyo Music",Xebec,Manga,"Action, Adventure, Supernatural",23 min. per ep.,7.73,198034,11772,662
155,X/1999,1,Movie,"Aug 3, 1996","Bandai Visual, Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Madhouse,Manga,"Action, Drama, Fantasy, Mystery",1 hr. 37 min.,6.56,19210,65802,3657
156,X,24,TV,"Oct 3, 2001 to Mar 27, 2002","Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com",Madhouse,Manga,"Action, Drama, Fantasy, Mystery",24 min. per ep.,7.38,35940,24112,2389
157,Mahou Sensei Negima!,26,TV,"Jan 6, 2005 to Jun 30, 2005",Starchild Records,Xebec,Manga,"Action, Comedy, Fantasy, Romance, Ecchi",23 min. per ep.,6.92,65162,46682,1658
158,Maria-sama ga Miteru,13,TV,"Jan 8, 2004 to Apr 1, 2004","Rondo Robe, TV Tokyo Music",Studio Deen,Light novel,"Drama, Girls Love",23 min. per ep.,7.28,22465,29062,2641
159,Boukyaku no Senritsu,24,TV,"Apr 7, 2004 to Sep 22, 2004","Gainax, Kadokawa Shoten, TBS, KENMedia",J.C.Staff,Manga,"Action, Adventure, Fantasy, Horror, Sci-Fi",23 min. per ep.,6.27,6431,83092,5076
160,"Ima, Soko ni Iru Boku",13,TV,"Oct 14, 1999 to Jan 20, 2000","Victor Entertainment, Pioneer LDC, Rakuonsha",AIC,Original,"Adventure, Drama, Fantasy, Sci-Fi",24 min. per ep.,7.58,43668,16122,1598
161,Peace Maker Kurogane,24,TV,"Oct 8, 2003 to Mar 24, 2004","GDH, TV Asahi, Imagica",Gonzo,Manga,"Action, Comedy",24 min. per ep.,7.29,23827,28402,2954
162,Pita Ten,26,TV,"Apr 7, 2002 to Sep 29, 2002",Broccoli,Madhouse,Manga,"Comedy, Fantasy, Romance",24 min. per ep.,6.91,11064,46942,4600
163,Power Stone,26,TV,"Apr 3, 1999 to Sep 25, 1999",Avex Entertainment,Pierrot,Game,"Adventure, Comedy, Fantasy",24 min. per ep.,6.46,4223,72002,7002
164,Mononoke Hime,1,Movie,"Jul 12, 1997","Tokuma Shoten, Nippon Television Network, Omnibus Promotion",Studio Ghibli,Original,"Action, Adventure, Award Winning, Fantasy",2 hr. 13 min.,8.66,830962,712,106
165,RahXephon,26,TV,"Jan 21, 2002 to Sep 11, 2002","Media Factory, Victor Entertainment, Asatsu DK, Fuji TV",Bones,Original,"Action, Award Winning, Drama, Mystery, Romance, Sci-Fi, Suspense",23 min. per ep.,7.37,44005,24532,1886
166,Samurai 7,26,TV,"Jun 12, 2004 to Dec 25, 2004","GDH, Sotsu Music Publishing, Future Vision Music",Gonzo,Other,"Action, Sci-Fi",26 min. per ep.,7.43,63828,21902,1755
167,Scrapped Princess,24,TV,"Apr 8, 2003 to Oct 7, 2003","Kadokawa Shoten, A-Line",Bones,Light novel,"Action, Adventure, Drama, Fantasy, Sci-Fi",23 min. per ep.,7.37,38814,24562,2198
168,s.CRY.ed,26,TV,"Jul 4, 2001 to Dec 26, 2001",Yomiko Advertising,Sunrise,Original,"Action, Adventure, Drama, Sci-Fi",24 min. per ep.,7.36,39300,24722,2396
169,Shingetsutan Tsukihime,12,TV,"Oct 10, 2003 to Dec 26, 2003","TBS, Rondo Robe, Movic, Geneon Entertainment",J.C.Staff,Visual novel,"Action, Horror, Mystery, Romance, Supernatural",24 min. per ep.,6.79,72692,52982,1417
170,Slam Dunk,101,TV,"Oct 16, 1993 to Mar 23, 1996",TV Asahi,Toei Animation,Manga,,23 min. per ep.,8.55,140283,1202,808
171,Strange Dawn,13,TV,"Jul 11, 2000 to Sep 26, 2000","None found, add some",HAL Film Maker,Original,"Adventure, Drama, Fantasy",23 min. per ep.,6.27,2039,83512,7860
173,Tactics,25,TV,"Oct 6, 2004 to Mar 30, 2005",MediaNet,Studio Deen,Manga,"Mystery, Supernatural",24 min. per ep.,7.18,14594,34232,3574
174,Tenjou Tenge,24,TV,"Apr 2, 2004 to Sep 17, 2004",TV Asahi,Madhouse,Manga,"Action, Drama, Supernatural, Ecchi",23 min. per ep.,6.86,91779,49382,1298
175,Tokyo Underground,26,TV,"Apr 2, 2002 to Sep 24, 2002",TV Tokyo Music,Pierrot,Manga,"Action, Adventure, Romance, Sci-Fi",25 min. per ep.,6.58,12086,64772,4166
176,Triangle Heart: Sweet Songs Forever,4,OVA,"Jul 24, 2003 to Dec 26, 2003",Discovery,Seven Arcs,Visual novel,"Adventure, Romance",28 min. per ep.,6.11,3022,91722,7426
177,Tsubasa Chronicle,26,TV,"Apr 9, 2005 to Oct 15, 2005","NHK, Kodansha",Bee Train,Manga,"Action, Adventure, Fantasy, Romance",25 min. per ep.,7.51,97957,18782,1091
178,Ultra Maniac,26,TV,"May 20, 2003 to Nov 11, 2003",WAO World,Ashi Productions,Manga,"Comedy, Fantasy, Romance",24 min. per ep.,7.15,14347,35792,3914
179,Ultra Maniac OVA,1,OVA,"Aug 6, 2002","None found, add some",Ashi Productions,Manga,"Comedy, Fantasy, Romance",21 min.,6.62,2481,62592,8236
180,Vandread,13,TV,"Oct 3, 2000 to Dec 19, 2000","GDH, Dentsu, Media Factory",Gonzo,Original,"Action, Sci-Fi, Ecchi",22 min. per ep.,7.15,44542,35822,2355
181,Vandread: The Second Stage,13,TV,"Oct 5, 2001 to Jan 18, 2002","GDH, Dentsu, Media Factory",Gonzo,Original,"Action, Sci-Fi, Ecchi",22 min. per ep.,7.38,32410,24102,3057
182,Tenkuu no Escaflowne,26,TV,"Apr 2, 1996 to Sep 24, 1996","TV Tokyo, Bandai Visual, Omnibus Promotion",Sunrise,Original,"Action, Adventure, Fantasy, Romance, Suspense",24 min. per ep.,7.66,67407,13652,1493
183,Whistle!,39,TV,"May 6, 2002 to Feb 3, 2003",Marvelous Entertainment,Studio Comet,Manga,,24 min. per ep.,7.36,7243,24822,5571
184,Xenosaga The Animation,12,TV,"Jan 6, 2005 to Mar 24, 2005",Happinet Pictures,Toei Animation,Game,"Action, Sci-Fi",23 min. per ep.,6.32,8823,79952,4902
185,Initial D First Stage,26,TV,"Apr 19, 1998 to Dec 6, 1998","OB Planning, Fuji TV","Gallop, Studio Comet",Manga,"Action, Drama",25 min. per ep.,8.35,199254,2342,607
186,Initial D Second Stage,13,TV,"Oct 15, 1999 to Jan 21, 2000","OB Planning, Fuji TV",Pastel,Manga,"Action, Drama",23 min. per ep.,8.18,139979,4132,1107
187,Initial D Third Stage,1,Movie,"Jan 13, 2001",OB Planning,Studio Deen,Manga,"Action, Drama, Romance",1 hr. 44 min.,7.91,117088,7832,1315
188,Gosenzo San'e,4,OVA,"Sep 25, 1998 to Mar 25, 1999","Green Bunny, BEAM Entertainment",AIC,Original,"Comedy, Mystery, Supernatural, Hentai",30 min. per ep.,6.11,1063,Ranked: N/A2,9980
189,Love Hina,24,TV,"Apr 19, 2000 to Sep 27, 2000","TV Tokyo, Yomiko Advertising",Xebec,Manga,"Comedy, Romance, Ecchi",23 min. per ep.,7.09,137506,38742,928
190,Love Hina Again,3,OVA,"Jan 26, 2002 to Mar 27, 2002","Starchild Records, Audio Tanaka",Xebec,Manga,"Comedy, Romance, Ecchi",28 min. per ep.,7.21,52340,32292,2356
191,Love Hina Christmas Special: Silent Eve,1,TV Special,"Dec 25, 2000","TV Tokyo, Yomiko Advertising",Xebec,Manga,"Comedy, Romance",45 min.,7.31,36316,27402,2952
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,1,TV Special,"Apr 2, 2001","TV Tokyo, Yomiko Advertising",Xebec,Manga,"Adventure, Comedy, Romance",46 min.,7.18,32297,34002,3106
193,Maburaho,24,TV,"Oct 14, 2003 to Apr 6, 2004","Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",J.C.Staff,Light novel,"Comedy, Drama, Romance, Ecchi",23 min. per ep.,6.73,49261,56152,2183
194,Macross Zero,5,OVA,"Dec 21, 2002 to Oct 20, 2004","Bandai Visual, Big West",Satelight,Original,"Action, Adventure, Sci-Fi",30 min. per ep.,7.49,20048,19642,3641
195,Onegai☆Teacher,12,TV,"Jan 10, 2002 to Mar 28, 2002","Bandai Visual, Genco",Daume,Original,"Drama, Romance, Sci-Fi",22 min. per ep.,7.09,96544,38822,1379
196,Onegai☆Twins,12,TV,"Jul 15, 2003 to Oct 14, 2003","Bandai Visual, Genco, Lantis",Daume,Original,"Comedy, Drama, Sci-Fi",23 min. per ep.,6.80,50545,52772,2295
197,Rizelmine,24,TV,"Apr 3, 2002 to Dec 22, 2002",m.o.e.,"Madhouse, Imagin",Manga,"Comedy, Romance, Sci-Fi, Ecchi",15 min. per ep.,6.50,11009,69902,4490
198,Speed Grapher,24,TV,"Apr 8, 2005 to Sep 30, 2005","TV Asahi, Rakuonsha, WAO World, TAP, Future Vision Music",Gonzo,Original,"Action, Mystery, Supernatural, Suspense",23 min. per ep.,7.29,41931,28512,1937
199,Sen to Chihiro no Kamikakushi,1,Movie,"Jul 20, 2001","Dentsu, TOHO, Tokuma Shoten, Tohokushinsha Film Corporation, Nippon Television Network, Mitsubishi",Studio Ghibli,Original,"Adventure, Award Winning, Fantasy",2 hr. 4 min.,8.77,1328052,402,44
200,Tenshi na Konamaiki,50,TV,"Apr 7, 2002 to Mar 30, 2003",TV Tokyo,TMS Entertainment,Manga,"Comedy, Romance",24 min. per ep.,7.42,10337,22192,4257
201,Video Girl Ai,6,OVA,"Mar 27, 1992 to Aug 28, 1992",Shueisha,Production I.G,Manga,"Comedy, Drama, Romance, Ecchi",29 min. per ep.,7.19,13767,33362,4098
202,Wolf's Rain,26,TV,"Jan 7, 2003 to Jul 29, 2003","Bandai Visual, Asatsu DK, Fuji TV",Bones,Original,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",23 min. per ep.,7.79,134355,10362,746
203,Words Worth,5,OVA,"Aug 25, 1999 to Nov 25, 2000",Green Bunny,Arms,Visual novel,"Adventure, Fantasy, Hentai",28 min. per ep.,6.71,3671,Ranked: N/A2,6886
204,Yumeria,12,TV,"Jan 9, 2004 to Mar 26, 2004","None found, add some",Studio Deen,Visual novel,"Action, Comedy, Ecchi",24 min. per ep.,6.06,13178,94912,4267
205,Samurai Champloo,26,TV,"May 20, 2004 to Mar 19, 2005","Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",Manglobe,Original,"Action, Adventure, Comedy",24 min. per ep.,8.51,649365,1382,109
206,Lodoss-tou Senki: Eiyuu Kishi Den,27,TV,"Apr 1, 1998 to Sep 30, 1998","Kadokawa Shoten, Yomiko Advertising, Marubeni",AIC,Novel,"Action, Adventure, Drama, Fantasy, Romance",25 min. per ep.,7.11,12131,38022,3866
207,Lodoss-tou Senki,13,OVA,"Jun 30, 1990 to Nov 23, 1991","Kadokawa Shoten, TBS, Marubeni",Madhouse,Light novel,"Action, Adventure, Fantasy",25 min. per ep.,7.33,27191,26062,2454
208,R.O.D: Read or Die,3,OVA,"May 23, 2001 to Feb 6, 2002","Aniplex, SME Visual Works",Studio Deen,Light novel,"Action, Adventure, Mystery, Sci-Fi",33 min. per ep.,7.61,34326,15372,2691
209,R.O.D: The TV,26,TV,"Sep 1, 2003 to Mar 16, 2004","Aniplex, Studio Deen, Broccoli, Sony Music Entertainment",J.C.Staff,Manga,"Action, Adventure, Comedy, Drama, Sci-Fi",25 min. per ep.,7.52,29352,18592,2678
210,Ranma ½,161,TV,"Apr 15, 1989 to Sep 25, 1992","Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",Studio Deen,Manga,"Action, Comedy, Romance, Ecchi",24 min. per ep.,7.76,124024,11202,964
211,Pure Mail,2,OVA,"Sep 25, 2001 to Dec 21, 2001",Green Bunny,Datama Film,Visual novel,,29 min. per ep.,6.18,1520,Ranked: N/A2,9455
212,Project A-Ko,1,Movie,"Jun 21, 1986",Soeishinsha,APPP,Original,"Action, Adventure, Comedy, Sci-Fi",1 hr. 23 min.,6.85,9303,49922,4803
213,Pia Carrot e Youkoso!!,3,OVA,"Oct 24, 1997 to Apr 24, 1998",Pink Pineapple,Triple X,Visual novel,"Comedy, Hentai",27 min. per ep.,5.95,1643,Ranked: N/A2,9322
214,Pia Carrot e Youkoso!! 2,3,OVA,"Oct 23, 1998 to Apr 23, 1999",Pink Pineapple,Triple X,Visual novel,"Comedy, Hentai",28 min. per ep.,6.10,1267,Ranked: N/A2,10349
215,Pia Carrot e Youkoso!! 2 DX,6,OVA,"Dec 18, 1999 to Oct 25, 2000","None found, add some",Garyuu Studio,Visual novel,"Comedy, Romance",28 min. per ep.,6.20,1367,87122,10145
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,1,Movie,"Oct 19, 2002",TV Tokyo,I-move,Visual novel,"Comedy, Romance",47 min.,5.82,1498,106462,9931
217,Shin Angel,5,OVA,"Oct 21, 1994 to Nov 22, 1995",Pink Pineapple,Arms,Manga,"Comedy, Drama, Hentai",33 min. per ep.,6.26,1085,Ranked: N/A2,9851
218,Kidou Senkan Nadesico,26,TV,"Oct 1, 1996 to Mar 25, 1997","TV Tokyo, Starchild Records, Yomiko Advertising, Audio Tanaka",Xebec,Original,"Action, Comedy, Romance, Sci-Fi",23 min. per ep.,7.49,20620,19602,3040
219,Kidou Senkan Nadesico: The Prince of Darkness,1,Movie,"Aug 1, 1998","Production I.G, TV Tokyo, Starchild Records, Kadokawa Shoten, Toei Video, Movic, Sega, ING, King Records, Audio Tanaka",Xebec,Original,"Action, Award Winning, Drama, Sci-Fi",1 hr. 19 min.,6.72,8788,56732,5326
220,Kuro no Danshou,4,OVA,"Oct 29, 1999 to Sep 25, 2000",Discovery,JOF,Visual novel,"Horror, Hentai",31 min. per ep.,5.66,1021,Ranked: N/A2,10196
221,Mezzo Forte,2,OVA,"May 25, 2000 to Jun 25, 2001",Green Bunny,Arms,Original,"Action, Comedy, Sci-Fi, Hentai",30 min. per ep.,6.62,16330,Ranked: N/A2,3898
222,Mezzo DSA,13,TV,"Jan 4, 2004 to Mar 28, 2004","Pierrot, Shochiku, Memory-Tech, Happinet Pictures",Arms,Original,"Action, Adventure, Comedy, Mystery, Sci-Fi",24 min. per ep.,6.63,9112,62192,4642
223,Dragon Ball,153,TV,"Feb 26, 1986 to Apr 12, 1989","Fuji TV, Shueisha",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",24 min. per ep.,7.97,683656,6882,149
225,Dragon Ball GT,64,TV,"Feb 7, 1996 to Nov 19, 1997",Fuji TV,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",24 min. per ep.,6.50,432230,69552,345
226,Elfen Lied,13,TV,"Jul 25, 2004 to Oct 17, 2004","VAP, Genco",Arms,Manga,"Action, Drama, Horror, Romance, Suspense",25 min. per ep.,7.46,888106,20622,77
227,FLCL,6,OVA,"Apr 26, 2000 to Mar 16, 2001","Starchild Records, King Records","Gainax, Production I.G",Original,"Action, Avant Garde, Comedy, Sci-Fi, Suspense",25 min. per ep.,8.03,444274,6092,224
228,Jigoku Shoujo,26,TV,"Oct 5, 2005 to Apr 5, 2006","Aniplex, SKY Perfect Well Think, DAX Production",Studio Deen,Original,"Horror, Mystery, Supernatural, Suspense",25 min. per ep.,7.60,135566,15392,666
229,Ninin ga Shinobuden,12,TV,"Jul 10, 2004 to Sep 25, 2004","Toshiba Entertainment, Happinet Pictures",ufotable,Manga,,24 min. per ep.,6.88,16580,48462,3853
230,Air Master,27,TV,"Apr 2, 2003 to Oct 1, 2003","VAP, Nippon Television Network",Toei Animation,Manga,"Action, Comedy",24 min. per ep.,6.95,16621,45092,3645
231,Asagiri no Miko,26,TV,"Jul 4, 2002 to Dec 26, 2002","Starchild Records, TV Tokyo Music, Shounen Gahousha","Chaos Project, GANSIS",Manga,"Action, Comedy, Fantasy",12 min. per ep.,6.10,2824,92572,7064
232,Cardcaptor Sakura,70,TV,"Apr 7, 1998 to Mar 21, 2000","NHK, Kodansha, Sogo Vision",Madhouse,Manga,"Adventure, Comedy, Drama, Romance",25 min. per ep.,8.17,224041,4282,527
233,Daa! Daa! Daa!,78,TV,"Mar 28, 2000 to Feb 26, 2002","NHK, Sogo Vision, NHK Enterprises",J.C.Staff,Manga,"Comedy, Sci-Fi",25 min. per ep.,7.63,12169,14552,4468
234,Dan Doh!!,26,TV,"Apr 3, 2004 to Sep 25, 2004","TV Tokyo, HoriPro",Tokyo Kids,Manga,"Adventure, Sports",24 min. per ep.,6.62,2058,62792,8875
235,Meitantei Conan,Unknown,TV,"Jan 8, 1996 to ?","Yomiuri Telecasting, Shogakukan, Tokyo Movie",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",24 min.,8.17,162604,4212,690
236,E's Otherwise,26,TV,"Apr 1, 2003 to Sep 23, 2003",Sotsu,Pierrot,Manga,"Action, Adventure, Drama, Sci-Fi, Supernatural",23 min. per ep.,6.58,7322,65012,5342
237,Koukyoushihen Eureka Seven,50,TV,"Apr 17, 2005 to Apr 2, 2006","Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Productions, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN",Bones,Original,"Action, Adventure, Drama, Romance, Sci-Fi",24 min. per ep.,8.05,184347,5772,536
238,Rekka no Honoo,42,TV,"Jul 19, 1997 to Jul 10, 1998",Fuji TV,Pierrot,Manga,"Action, Adventure",23 min. per ep.,7.34,28805,25962,2718
239,Gankutsuou,24,TV,"Oct 6, 2004 to Mar 30, 2005","GDH, TV Asahi, Media Factory, Sotsu Music Publishing, Future Vision Music",Gonzo,Novel,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",24 min. per ep.,8.12,75943,4792,996
240,Genshiken,12,TV,"Oct 11, 2004 to Dec 27, 2004","Genco, Lantis, Kids Station, Toshiba Entertainment",Palm Studio,Manga,,25 min. per ep.,7.63,72295,14572,1365
241,Girls Bravo: First Season,11,TV,"Jul 5, 2004 to Sep 27, 2004","AIC, Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures",AIC Spirits,Manga,"Comedy, Fantasy, Romance, Ecchi",23 min. per ep.,6.36,73380,77762,1575
242,Gokusen,13,TV,"Jan 7, 2004 to Mar 31, 2004","VAP, Omnibus Promotion",Madhouse,Manga,"Action, Comedy",23 min. per ep.,7.41,22356,22522,3263
243,Gravitation,13,TV,"Oct 4, 2000 to Jan 10, 2001",Aniplex,Studio Deen,Manga,"Boys Love, Comedy",22 min. per ep.,6.91,65851,47262,1884
244,Agatha Christie no Meitantei Poirot to Marple,39,TV,"Jul 4, 2004 to May 15, 2005","NHK, NHK Enterprises",OLM,Novel,,25 min. per ep.,6.87,2582,48852,7144
245,Great Teacher Onizuka,43,TV,"Jun 30, 1999 to Sep 17, 2000","Aniplex, Fuji TV",Pierrot,Manga,,25 min. per ep.,8.68,417814,672,218
246,Groove Adventure Rave,51,TV,"Oct 13, 2001 to Sep 28, 2002","TBS, Kodansha",Studio Deen,Manga,"Action, Adventure, Comedy, Fantasy, Romance",24 min. per ep.,7.20,41715,33012,2125
247,Harukanaru Toki no Naka de: Hachiyou Shou,26,TV,"Oct 6, 2004 to Mar 30, 2005","None found, add some",Yumeta Company,Visual novel,"Fantasy, Romance",24 min. per ep.,7.00,8124,43362,4510
248,Ichigo 100%,12,TV,"Apr 6, 2005 to Jun 22, 2005",Shueisha,Madhouse,Manga,"Comedy, Romance, Ecchi",23 min. per ep.,6.61,55651,63572,1938
249,InuYasha,167,TV,"Oct 16, 2000 to Sep 13, 2004","Shogakukan-Shueisha Productions, Yomiuri Telecasting",Sunrise,Manga,"Action, Adventure, Fantasy, Romance",24 min. per ep.,7.87,397705,8752,243
250,Konjiki no Gash Bell!!,150,TV,"Apr 6, 2003 to Mar 26, 2006","Yomiko Advertising, Fuji TV",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",23 min. per ep.,7.55,61827,17282,1790
251,Kyou kara Maou!,78,TV,"Apr 3, 2004 to Feb 25, 2006","NHK, Sogo Vision",Studio Deen,Light novel,"Adventure, Comedy, Fantasy",25 min. per ep.,7.62,42705,14772,1939
252,Madlax,26,TV,"Apr 6, 2004 to Sep 28, 2004",Victor Entertainment,Bee Train,Original,"Drama, Mystery, Supernatural",24 min. per ep.,7.02,13924,42252,3512
253,Jungle wa Itsumo Hare nochi Guu,26,TV,"Apr 3, 2001 to Sep 25, 2001","TV Tokyo, Bandai Visual, Sotsu",Shin-Ei Animation,Manga,"Comedy, Slice of Life",23 min. per ep.,7.80,14745,10132,3893
254,Jungle wa Itsumo Hare nochi Guu Deluxe,6,OVA,"Aug 25, 2002 to Jan 25, 2003","Bandai Visual, Square Enix, Sotsu, Nippon Columbia",Shin-Ei Animation,Manga,"Comedy, Slice of Life",26 min. per ep.,7.78,7145,10592,5951
255,Jungle wa Itsumo Hare nochi Guu Final,7,OVA,"Dec 21, 2003 to Jun 25, 2004","Bandai Visual, Square Enix, Sotsu",Shin-Ei Animation,Manga,"Award Winning, Comedy, Slice of Life",26 min. per ep.,7.61,5612,15232,6526
256,Hoshi no Koe,1,OVA,"Feb 2, 2002","None found, add some",CoMix Wave Films,Original,"Action, Award Winning, Drama, Romance, Sci-Fi",24 min.,7.10,81212,38452,1528
257,Ikkitousen,13,TV,"Jul 30, 2003 to Oct 22, 2003","Genco, Media Factory, AT-X",J.C.Staff,Manga,"Action, Ecchi",24 min. per ep.,6.37,71834,77572,1462
258,Hitsuji no Uta,4,OVA,"May 25, 2003 to Feb 25, 2004","Group TAC, KENMedia",Madhouse,Manga,"Drama, Horror",30 min. per ep.,6.13,7042,90972,5161
259,Happy☆Lesson,5,OVA,"Jul 19, 2001 to May 23, 2003",KSS,"Studio Kyuuma, Venet, Chaos Project",Unknown,"Comedy, Romance",30 min. per ep.,6.59,4771,64302,6107
260,Happy☆Lesson (TV),13,TV,"Apr 1, 2002 to Jun 30, 2002",KSS,Studio Hibari,Manga,"Comedy, Drama, Romance",23 min. per ep.,6.60,12557,63722,4232
261,Happy☆Lesson Advance,13,TV,"Jul 3, 2003 to Sep 28, 2003",KSS,Studio Hibari,Manga,"Comedy, Romance",24 min. per ep.,6.76,6850,54942,5508
262,Happy☆Lesson The Final,3,OVA,"May 25, 2004 to Oct 22, 2004",KSS,Studio Ranmaru,Manga,"Comedy, Romance",30 min. per ep.,6.76,4633,54952,6582
263,Hajime no Ippo,75,TV,"Oct 4, 2000 to Mar 27, 2002",VAP,Madhouse,Manga,,23 min. per ep.,8.77,304931,432,364
264,Hajime no Ippo: Champion Road,1,TV Special,"Apr 18, 2003","None found, add some",Madhouse,Manga,,1 hr. 31 min.,8.26,87188,3212,1659
265,Hajime no Ippo: Mashiba vs. Kimura,1,OVA,"Sep 5, 2003","None found, add some",Madhouse,Manga,,1 hr. 1 min.,8.24,71247,3372,1958
266,Gunparade March: Arata Naru Kougunka,12,TV,"Feb 6, 2003 to Apr 24, 2003","Rondo Robe, d-rights",J.C.Staff,Game,"Action, Drama, Romance, Sci-Fi",23 min. per ep.,6.70,6566,58272,5280
267,Gungrave,26,TV,"Oct 7, 2003 to Mar 30, 2004",Tohokushinsha Film Corporation,Madhouse,Game,"Action, Drama, Sci-Fi",25 min. per ep.,7.82,70754,9712,1281
268,Golden Boy,6,OVA,"Oct 27, 1995 to Jun 28, 1996","KSS, Shueisha",APPP,Manga,"Adventure, Comedy, Ecchi",28 min. per ep.,8.04,224536,5922,574
269,Bleach,366,TV,"Oct 5, 2004 to Mar 27, 2012","TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Shueisha",Pierrot,Manga,"Action, Adventure, Supernatural",24 min. per ep.,7.95,1160978,7102,36
270,Hellsing,13,TV,"Oct 11, 2001 to Jan 17, 2002","Fuji TV, Pioneer LDC",Gonzo,Manga,"Action, Horror, Supernatural",23 min. per ep.,7.49,376777,19552,278
271,Gad Guard,26,TV,"Apr 16, 2003 to Sep 25, 2003","HAL Film Maker, Media Factory, Imagica, Amber Film Works, Imagine",Gonzo,Original,"Action, Adventure, Sci-Fi",23 min. per ep.,6.64,5132,61672,5638
272,Noir,26,TV,"Apr 6, 2001 to Sep 28, 2001",Victor Entertainment,Bee Train,Original,"Action, Drama, Mystery",24 min. per ep.,7.28,40367,29122,1947
273,Mahoutsukai ni Taisetsu na Koto,12,TV,"Jan 10, 2003 to Mar 28, 2003","TV Asahi, Rondo Robe, Pioneer LDC, Daiei","J.C.Staff, Viewworks",Manga,"Fantasy, Slice of Life",23 min. per ep.,6.69,7719,58662,4320
274,Kiddy Grade,24,TV,"Oct 9, 2002 to Mar 19, 2003",gimik,Gonzo,Original,"Action, Sci-Fi",23 min. per ep.,7.17,19598,34672,3324
275,Love♥Love?,9,TV,"May 4, 2004 to Jun 29, 2004",m.o.e.,"Imagin, Studio Live",Original,"Comedy, Romance, Ecchi",14 min. per ep.,5.83,10027,105712,4766
276,Mahoromatic: Automatic Maiden,12,TV,"Oct 6, 2001 to Dec 29, 2001","TBS, Pioneer LDC","Gainax, Shaft",Manga,"Comedy, Romance, Sci-Fi, Ecchi",24 min. per ep.,7.14,27230,36392,2788
